Data Modeling Fundamentals: A module from Steve Hoberman’s Data Modeling Master Class, a Best Practices Approach to Developing a Competency in Data Modeling;Steve Hoberman;2018
Amazon Web Services (AWS) Fundamentals;Rana Obaid;2018
ITIL Foundation Certification Primer;Joseph Nduhiu Mathenge;2018
NoSQL Overview and Use Cases;Steve Hoberman;2018
Database Architecture and Design;Bill Inmon;2018
Mind Mapping Fundamentals;Ashton Rodenhiser;2018
Data Science Modeling Tutorial;Zacharias Voulgaris PhD;2018
Build an eCommerce Site with Angular 5;Brett Romero;2018
Making Graphs in Python using Matplotlib for Beginners;Max Schallwig;2017
APIs, Social Media Data, and their Real World Applications;Max Schallwig;2017
Master The Fundamentals Of Python In 90 Minutes;Max Schallwig;2017
Web Scraping In Python: Master The Fundamentals;Max Schallwig;2017
Learning TypeScript Fundamentals;Bartlomiej Potaczek;2017
Master Python Interactively With PyGame: Ultimate Bootcamp;Max Schallwig;2017
Master the Fundamentals of SQL with Python;Max Schallwig;2017
ElasticSearch, LogStash, Kibana (the ELK Stack) # 1;Manuj Agarwal;2017
Building Web Apps with Spring 5 and React;Ankit Mishra;2017
Natural Language Processing with Python;Tyler Edwards;2017
Swift 4 Protocol-Oriented Programming;Jon Hoffman;2017
Practical Time Series Analysis;Dr. PKS Prakash, Dr. Avishek Pal;2017
Building PHP RESTful Web Services;Halil Burak Cetinkaya;2017
Artificial Intelligence with Python – Heuristic Search;Prateek Joshi;2017
Reactive Microservice Design;Paulo Lopes;2017
Version Control with TFVC;Paul Hacker;2017
Data-Driven Testing in Selenium;Mykola Kolisnyk;2017
Continuous Deployment of Cloud-Native Applications;Manish Sethi;2017
Advanced Statistics for Machine Learning;Pratap Dangeti;2017
Getting Started with C++17 Programming;Jeganathan Swaminathan;2017
Automating Your Systems with PowerShell 6.x;Michael Simmons;2017
Server-Side Development with Kotlin and Spring Boot;Alberto Di Martino;2017
Python Artificial Intelligence Projects for Beginners;Joshua Eckroth;2017
Mastering TypeScript - Second Edition;David Sherret;2017
Version Control with Git;Paul Hacker;2017
Advanced Concepts of Multithreading with C++;Maya Posch;2017
iOS Developer Essentials - TableViews;Nick Walter;2017
Advanced Mapping with ArcGIS;Kyle Walker;2017
AWS Certified Solutions Architect - Associate;BackSpace Academy;2017
AWS Certified SysOps Administrator Associate;BackSpace Academy;2017
Developing Advanced Plots with Matplotlib;Benjamin Keller;2017
Scala Beginner Programming Recipes;Antonio Salazar Cardozo;2017
Serverless JavaScript by Example;Adnan Rahić;2017
AWS Certified Developer - Associate;BackSpace Academy;2017
Learn Algorithms and Data Structures in Java for Day-to-Day Applications;Tomasz Lelek;2017
Getting Started with Bootstrap 4 for Web Development;Silvio Moreto;2017
Advanced Elixir and OTP;João Gonçalves;2017
Learning CompTIA CSA+;Mark Long;2017
Certified Ethical Hacker (CEH): Platform Penetration;Chad Russell;2017
Operating System Forensic Analysis;Ric Messier;2017
MATLAB App Designing: The ultimate Guide for MATLAB Apps;Nouman Azam;2017
Cloud Computing with Apache CloudStack: Run your own cloud;TetraTutorials Team, Manuj Aggarwal;2017
Learn By Example: Statistics and Data Science in R;Loonycorn;2017
Learning VMware App Volumes;Peter von Oven;2017
Ionic & Angular JS: Principles Of Mobile and Web Development;Frahaan Hussain;2017
Beginning Game Development using Cocos2d-x v3 C++;Frahaan Hussain;2017
Microsoft Windows Server 2016 Certification Training – 70-742 Exam;John Savill;2017
Learn by Example : HBase - The Hadoop Database;Loonycorn;2017
Machine Learning Classification Algorithms using MATLAB;Nouman Azam;2017
Real World RX;Shriyans Bhatnagar;2017
HTML Web Development Crash Course;Frahaan Hussain;2017
CSS Web Development Crash Course;Frahaan Hussain;2017
Connect the Dots: Linear and Logistic Regression;Loonycorn;2017
Modern OpenGL C++ 3D Game Tutorial Series & 3D Rendering;Frahaan Hussain;2017
5 Questions on the Principles of DevOps with Bryan Liles;Bryan Liles;2017
From 0 to 1: Hive for Processing Big Data;Loonycorn;2017
Scalable programming with Scala and Spark;Loonycorn;2017
C++ Development Tutorial Series - The Complete Coding Guide;Frahaan Hussain;2017
What's New in C# 7;Keith Welch;2017
Mastering Machine Learning with MATLAB;Giuseppe Ciaburro;2017
LaTeX A-Z: from beginner to advanced in less than 3 hours;Nouman Azam;2017
Learning Angular LiveLessons: Covering Angular 2 and Angular 4, Second Edition;Marc Wandschneider;2017
ReactJS Fundamentals, Second Edition;Charles David Crawford;2017
CompTIA Cybersecurity Analyst (CSA+);iCollege;2017
Using Spring and Angular for Web Application;Mario Romano;2017
Artificial Intelligence with Python – Sequence Learning;Prateek Joshi;2017
Managing SSH Clients and Servers;Jack Wallen;2017
Kotlin in Practice;Marko Devcic;2017
Tensorflow Solutions for Text;Will Ballard;2017
Deploying Spark ML Pipelines in Production on AWS;Jason Slepicka;2017
An Introduction to Machine Learning Models in Production;Jason Slepicka;2017
Training and Exporting Machine Learning Models in Spark;Jason Slepicka, Hollin Wilkins;2017
Monitoring and Improving the Performance of Machine Learning Models;Jason Slepicka, Manasi Vartak;2017
Deploying Machine Learning Models as Microservices Using Docker;Mikhail Semeniuk, Jason Slepicka;2017
Getting Started with PowerShell DSC;Prajeesh Prathap;2017
Kubernetes Fundamentals;Sébastien Goasguen;2017
Moving to Java 9: Better Design and Simpler Code;Trisha Gee;2017
Learn C# With Windows Forms and SQL Server;Tom Owsiak;2017
UI Development with Shiny;Chris Beeley;2017
Capture and Analysis of Network-based Evidence;Ric Messier;2017
Forensic Analysis of Computer Memory;Ric Messier;2017
Basic Statistics and Data Mining for Data Science;Jesus Salcedo;2017
Forensic Analysis of Disk-based Evidence;Ric Messier;2017
Develop an Advanced Cross-platform App Using Xamarin.Forms and XAML;Steven F. Daniel;2017
Linux on Azure: Deploying and Managing Linux on Azure;Sander van Vugt;2017
Connect the Dots: Factor Analysis;Loonycorn;2017
Graph Analysis with Java;Erik Costlow;2017
Web Developer Toolbox - Essentials for Modern Web Development;Richard Gill;2017
Learn By Example: Scala;Loonycorn;2017
Networking in Amazon Web Services AWS LiveLessons;Richard A Jones;2017
Strata Data Conference 2017 - Singapore;O'Reilly Media, Inc.;2017
Graph Algorithms for AI in Games;Daniel Jallov;2017
Ultimate Java Development and Certification Guide;Eduonix;2017
Explore Enhanced Interfaces with Geoserver;Ben Mearns;2017
Introduction to Rust Programming;Syed Omar Faruk Towaha;2017
Electronics Cookbook;Simon Monk;2017
5 Questions on the Principles of DevOps with Lisa Phillips;Lisa Phillips;2017
5 Questions on the Principles of DevOps with Jon Moore;Jon Moore;2017
5 Questions on Design Thinking with Holly O'Driscoll;Holly O'Driscoll;2017
5 Questions on the Principles of DevOps with Matt Cutts;Matt Cutts;2017
5 Questions on Artificial Intelligence with Alex Castrounis;Alex Castrounis;2017
5 Questions on the Principles of DevOps with Nick Rockwell;Nick Rockwell;2017
Applying Graphs to Social Network Analysis;Doug Needham;2017
Cloud Foundry BOSH Fundamentals LiveLessons;Tammer Saleh;2017
Azure Deploying Websites;Norm Kennedy;2017
AWS MasterClass: Networking And Virtual Private Cloud (VPC);Manuj Agarwal;2017
Testing for Reliability and Performance with Visual Studio 2017;Damir Arh;2017
Infrastructure as a Service Solutions with Azure;Brian Christopher Harrison;2017
Full Stack Kotlin Development;Jussi Hallila;2017
AngularJS For ASP.NET MVC Developers;Brett Romero;2017
Excel Productivity;Brett Romero;2017
Learn Swift TableViews By Building An iOS App;Brett Romero;2017
Professional RESTful API Design using Python Flask;Jorge Escobar;2017
Performing Complex State Management with Redux;Richard Gill;2017
Extending Machine Learning Algorithms;Pratap Dangeti;2017
Python for Continuous Delivery and Application Security;Manish Sethi;2017
UX Design - Understanding the User and Business;Chris R. Becker;2017
Introduction to JVM Languages – Clojure, Kotlin, and Groovy;Vincent van der Leun;2017
Supervised and Unsupervised Learning with Python;Prateek Joshi;2017
Mastering Multithreading with C++;Maya Posch;2017
Advanced Predictive Techniques with Scikit-Learn and TensorFlow;Alvaro Fuentes;2017
Getting Started with MATLAB Machine Learning;Giuseppe Ciaburro;2017
Deploying Web Applications with Webpack;Alexandru Toea;2017
Building Apps Using XAML, UWP, and .NET Core;Kunal Chowdhury;2017
Mastering C++ Standard Library Features;Vittorio Romeo;2017
Bootstrap 4 Recipes;Thrandur Arnthorsson;2017
Learning GraphQL with React and Relay;Divyendu Singh;2017
Go Standard Library Solutions;Johnny Boursiquot;2017
Augmented Reality for JavaScript Developers;Daniel Wise;2017
Learning Apache Cassandra;Tomasz Lelek;2017
SQL Server 2016 Advanced Security and Administration;Steve Jones;2017
Administering SQL Server on Linux;Jasmin Azemović;2017
Exploring Visual Studio 2017;Ken Tucker;2017
AWS Certified Solutions Architect - Associate - Prep Course;Raluca Bolovan;2017
Iterators in Functional Programming with Python;Sebastiaan Mathôt;2017
Design Patterns and Best Practices in Java EE 8;Sekhar Srinivasan;2017
Angular Fundamentals with TypeScript;Bartlomiej Potaczek;2017
Learning Python;Mohit Raj, Bhaskar N. Das;2017
Learning Neural Networks with Tensorflow;Roland Meertens;2017
Pentesting Web Applications;Tajinder Kalsi;2017
Getting Started with Angular;Alain Chautard;2017
Building a Big Data Analytics Stack;Tomasz Lelek;2017
Refactoring in Python LiveLessons: Improving Your Code Video Training;Bryan Beecham;2017
Mastering Pivotal Cloud Foundry for Web Developers;Braithe E.S. Warnock;2017
JavaScript Choice Made Easy - Angular v. React v. Vue;Daniel Kmak;2017
Learning Entity Framework Core;Dimitris Loukas;2017
GCP: Complete Google Data Engineer and Cloud Architect Guide;Loonycorn;2017
ServiceNow IT Operations Management;Ajaykumar Guggilla;2017
Cryptography with Python;Sam Bowne;2017
Azure Functions – Best Practices;Praveen Kumar Sreeram;2017
Fundamentals of IoT Security;Brian Russell;2017
Learn Bootstrap 4 Responsive Web Development;Frahaan Hussain;2017
Multi-model Databases;Dave Cassel;2017
A-Frame Web VR Programming Tutorial Series (Virtual Reality);Frahaa Hussain;2017
ReactJS and Flux: Learn By Building 10 Projects;Eduonix;2017
Finding Elements of Text with NLP in Java;Richard Reese;2017
Learn Cloud Computing from Scratch;Eduonix;2017
Creating a Game with Blender Game Engine;Tim Crellin;2017
CompTIA Security+ (SY0-501);Sari Greene;2017
Deep Learning for Natural Language Processing: Applications of Deep Neural Networks to Machine Learning Tasks;Jon Krohn;2017
Learn to Code with Ruby;Boris Paskhaver;2017
5 Questions on Artificial Intelligence with Susan Etlinger;Susan Etlinger, Ben Lorica;2017
5 Questions on Design Thinking with Carola Thompson;Carola Thompson;2017
5 Questions on Design Thinking with Katrina Alcorn;Kaltrina Alcorn;2017
5 Questions on Design Thinking with Naveen Raja;Naveen Raja;2017
5 Questions on Design Thinking with Matt Templeton;Matt Templeton;2017
Comprehensive Ruby Programming;Jordan Hudgens;2017
Next Generation Analytic Architecture;Eddie Sayer;2017
The complete JavaScript developer: MEAN stack zero-to-hero;Full Stack Training Ltd;2017
Mastering Drupal 8 Development;Marc Isaacson;2017
Complete Ethical Hacking Series: Pen Testing the Right Way;Chad Russell;2017
The Complete Ethical Hacking Series: Honeypots, IDS and FW's;Chad Russell;2017
TFS 2017 Developer Features;Paul Hacker;2017
The Art of Unit Testing Video Edition;Roy Osherove;2017
Introduction to Steganography;Zacharias Voulgaris;2017
Effective Jenkins: Continuous Delivery with Jenkins Pipeline;Rodrigo Zacheu Russo;2017
Reactive Spring;Ken Kousen;2017
Complete MATLAB Tutorial: Go from Beginner to Pro;Nouman Azam;2017
Practical Data Modeling for Production with Kotlin;Thomas Nield;2017
Managing and Monitoring Streaming Solutions in Azure;Anindita Basak;2017
Introducing the Principles of Microservices;Sam Newman;2017
Azure App Service Web Apps: Configuring and Troubleshooting LiveLessons Video;Jim Cheshire;2017
Leveraging Multi-CDN at Riot Games;Kristopher Beevers, Ray Panahon;2017
Perceived Performance: The Only Kind that Really Matters;Eli Fitch;2017
The Over-under on Container Networking;Lee Calcote;2017
Leading Technical Decision Making for High-Performing Teams;Kellan Elliott-McCrea;2017
Performance Is About People, Not Metrics;Tammy Everts;2017
Database Reliability Engineering: What, Why, and How?;Laine Campbell, Charity Majors;2017
Building Better Distributed Data Pipelines;Patrick McFadin;2017
Design, Culture, and Transformation—Design Thinking at IBM;Doug Powell;2017
The Browser Hacker's Guide to Instantly Loading Everything;Adnan Osmani;2017
DevOps Kung Fu for Everyone;Adam Jacob;2017
tl;dr: Web Performance;Michael Gooding, Gareth Hughes;2017
CD for DBs: Database Deployment Strategies;Avantika Mathur;2017
From Data Science to Production with Kotlin: The Basics;Thomas Nield;2017
Essential Docker for Python Flask Development;Jorge Escobar;2017
Project Management Professional (PMP);iCollege;2017
Professional Python Web Development Using Flask;Jorge Escobar;2017
Computer Hacking Forensic Investigator (CHFI);iCollege;2017
Practical Tools for the Human Side of Data Modeling;Len Silverston;2017
NoSQL and SQL Logical and Physical Data Modeling with COMN;Ted Hills;2017
The Complete jQuery Course: From Beginner To Advanced!;Peter Sommerhoff;2017
Ultimate CSS Grid Course: From Beginner to Advanced;Peter Sommerhoff;2017
Learn To Program Tic-Tac-Toe with C# and Visual Studio;Mohammad El-Haj;2017
Elasticsearch 5 and Elastic Stack - In Depth and Hands On!;Frank Kane;2017
How To Program Your Own Breakout Game using Visual C#;Mohammad El-Haj;2017
AWS MasterClass: DevOps with AWS Command Line Interface (CLI);Manuj Agarwal;2017
The Importance of Having Fun in Data Modeling;Len Silverston;2017
Joomla for Beginners - Build a website with CMS;Manuj Agarwal;2017
Essential Git - All You Need to Know to Use Git Effectively;Jorge Escobar;2017
Using Analytics to Inform Product Design;Matthew Edgar;2017
Software Architecture Fundamentals, Second Edition;Mark Richards, Neal Ford;2017
Unsupervised Learning for Exploration and Classification of Health Data;Aileen Nielsen;2017
Linear Methods for Optimization and Prediction in Healthcare;Aileen Nielsen;2017
AI and Machine Learning for Healthcare;Aileen Nielsen;2017
Deep Learning for Health Tech;Aileen Nielsen;2017
Avoiding the Pitfalls of Deep Learning: Solving Model Overfitting with Regularization and Dropout;Laura Graesser;2017
Kotlin for Android & Java Developers: Clean Code on Android;Peter Sommerhoff;2017
The Complete Sass & SCSS Course: From Beginner to Advanced;Peter Sommerhoff;2017
Introduction to Deep Learning: Concepts and Fundamentals;Laura Graesser;2017
Learning Object Oriented Programming with C# 7;Raihan Taher;2017
Shiny R;Jared P. Lander;2017
First Steps with React;Alex Banks, Eve Porcello;2017
Introduction to MongoDB;Jay Gordon;2017
Facilitation & Training Skills for Data Professionals;Artie Mahal;2017
Exploratory Data Analysis Using R;Abhishek Chhibber;2017
Metric Learning;Rahul Chandnani;2017
Introduction to JVM Languages - JVM, Java, Scala;Vincent van der Leun;2017
Web Development with Elm;Eduard Kyvenko;2017
Special Considerations for Legal and Ethical Management of Data;Alysa Z. Hutnik;2017
Implementing AI to Play Games;Devangini Patel;2017
Getting Started with SQL Server on Linux;Jasmin Azemović;2017
Applied Machine Learning and Deep Learning with R;Olgun Aydin;2017
O'Reilly Security Conference 2017 - New York, NY;O'Reilly Media, Inc.;2017
Big Data Legal Concerns in Industry;Alysa Z. Hutnik;2017
Legal Landscape for Big Data;Alysa Z. Hutnik;2017
Full Stack AWS Application Development;David B. McDaniel;2017
Building A Scalable Serverless Application on AWS;James Cross;2017
Dive into Orchestration with Docker Swarm;Randall Smith;2017
Mastering Microservices with Java - Part 2;Sourabh Sharma;2017
SQL Fundamentals for Business Intelligence;Jeffrey James;2017
Scanning and Enumeration with Kali Linux;Sean-Philip Oriyano;2017
Matplotlib for Python Developers;Benjamin Keller;2017
Getting Started with Microservices in PHP;Brad Bonkoski;2017
Mastering ElasticSearch;Ethan Anthony;2017
Getting Started with Cloud-Native Python;Manish Sethi;2017
Python Data Visualization with Matplotlib 2.x;Claire Yik Lok, Allen Chi Shing Yu, Aldrin Kay Yuen Yim;2017
Building User Interface Using React And Flux;Manish Sethi;2017
70 -488 DEVELOPING SHAREPOINT 2013 CORE SOLUTIONS;iCollege;2017
Microsoft 70-409: Server Virtualization with Windows Server Hyper-V and System Center;iCollege;2017
Information Technology Infrastructure Library (ITIL) - Service Operation;iCollege;2017
Microsoft Word 2016;iCollege;2017
Microsoft Powerpoint 2016;iCollege;2017
Microsoft 70-685 Pro: Windows 7, Enterprise Desktop Support Technician;iCollege;2017
Computer Hacking Forensic Investigator (CHFI);iCollege;2017
Cisco 100-101: CCENT - ICND1 - Interconnecting Cisco Networking Devices Part 1;iCollege;2017
70 -489 DEVELOPING SHAREPOINT 2013 ADVANCED SOLUTIONS;iCollege;2017
Wireless Hacking for Cyber Professionals;Chad Russell;2017
The Ins and Outs of ArcGIS Data Analysis;Kyle Walker;2017
Programming in GameMaker Studio 2;Nathan Auckett;2017
Incident Response for Cyber Professionals;Chad Russell;2017
Information gathering with Kali Linux;Sean-Philip Oriyano;2017
Spring 5.0 Core Training;Izzet Mustafaiev;2017
Debugging and Unit Testing in Visual Studio 2017;Damir Arh;2017
.NET Core Microservices;Piotr Gankiewicz;2017
Digital Forensics for Cyber Professionals;Chad Russell;2017
MICROSOFT 70-337: MCSE COMMUNICATION - LYNC SERVER;iCollege;2017
70 -487 DEVELOPING MICROSOFT AZURE AND WEB SERVICES;iCollege;2017
Microsoft 70-486: Developing ASP.NET MVC Web Applications;iCollege;2017
Spring 5.0 Project: Building a Travel Website;Tomasz Lelek;2017
Web Development with Node.js, MongoDB and Express;Joris Hermans;2017
Ansible 2: Advancements with Security Automation;Anish Nath;2017
Ethical Hacking: Malware Development;Chad Russel;2017
Ehtical Hacking: Social Engineering;Chad Russell;2017
Ehtical Hacking: Wireless Hacking;Stone River eLearning;2017
Azure Functions - Essentials;Praveen Kumar Sreeram;2017
Docker for DevOps: From Development to Production;Stone River eLearning;2017
iOS 11 Programming with SWIFT;Michael J Huber Jr;2017
Ehtical Hacking: Recon and Footprinting;Chad Russell;2017
Fundamentals of Statistical Modeling and Machine Learning Techniques;Pratap Dangeti;2017
Ethical Hacking: Hacking Databases;Chad Russell;2017
Ethical Hacking: Honeypots, IDS and Firewalls;Chad Russel;2017
Ethical Hacking: Hacking Applications;Chad Russell;2017
Microsoft Outlook 2016;iCollege;2017
Microsoft Excel 2016;iCollege;2017
Building a CSS Style Guide from Scratch;Archana Sankaranarayanan;2017
Applying and Measuring Your CSS Against Your Style Guide;Archana Sankaranarayanan;2017
Microsoft 70-680 TS: Configuring Windows 7;iCollege;2017
Advanced JQuery 3;Karl Swedberg, Jonathan Chaffer, Adam Boduch;2017
Working with Data and Cloud in Spring 5.0;Ranga Rao Karanam;2017
Penetration Testing the Right Way;Chad Russell;2017
IBM Cognos Framework Manager;Aaron Solar;2017
Getting Started with Visual Studio 2017, C# 7.0, and Source Control;Kunal Chowdhury;2017
Cryptography for Hackers;Chad Russell;2017
Learning Pivotal Cloud Foundry for Web Developers;Braithe E.S. Warnock;2017
Learn and Master C Programming For Absolute Beginners!;Mohammad El-Haj;2017
Docker Swarm Advanced: Centralized Logging and Monitoring;Alberto Guimarães Viana;2017
GRUNT js: Automate web development tasks and save your time;Arkadiusz Włodarczyk;2017
Getting Started with Azure Serverless Computing Using Node.js;Omkar Dusane;2017
Automated UI Testing in Android;Mykola Kolisnyk;2017
Python GUI Programming Recipes using PyQt5;Burkhard Meier;2017
Scaling Docker for AWS;Nick Janetakis;2017
IBM SPSS Modeler Essentials;Keith McCormick, Jesus Salcedo;2017
Unity 5 AI and Physics;Dr. Edward Lavieri;2017
JavaScript from Beginner to Expert;Arkadiusz Włodarczyk;2017
Java SE 8 Certification;Funny Code;2017
Learn SASS and improve your CSS;Arkadiusz Włodarczyk;2017
Hibernate Object/Relational Mapping (ORM);Funny Code;2017
Learn Java Swing;Funny Code;2017
Java Web Services and XML;Funny Code;2017
Java Web Technologies;Funny Code;2017
JavaFX: Building Client Applications;Funny Code;2017
MySQL - Become a Certified Database Engineer;Funny Code;2017
SQL Server 70-768: Developing SQL Data Models;Scot J. Reagin;2017
Advanced Tools and Techniques Beyond Base R;Dr. David Wilkins;2017
Building Effective Microservices;Diego Pacheco;2017
Compass - powerful SASS library that makes your life easier;Arkadiusz Włodarczyk;2017
Windows Server 70-741: Networking with Windows Server 2016;Andrew Warren;2017
